eventid,gname
199903280008,SKIF Detachment
199903280010,Anti-Abortion extremists
199903290006,Anti-Abortion extremists
199903300001,Moro Islamic Liberation Front (MILF)
199903310003,November 17 Revolutionary Organization (N17RO)
199903310004,National Liberation Army of Colombia (ELN)
199903310005,National Democratic Alliance of Sudan
199903310007,Anti-Abortion extremists
199904010002,November 17 Revolutionary Organization (N17RO)
199904010005,National Union for the Total Independence of Angola (UNITA)
199904020004,Liberation Tigers of Tamil Eelam (LTTE)
199904020005,Georgian extremists
199904020007,Pemuda Pancasila
199904030001,November 17 Revolutionary Organization (N17RO)
199904030002,New People's Army (NPA)
199904040001,New Revolutionary Alternative (NRA)
199904040001,SKIF Detachment
199904040001,Chechen Rebels
199904040003,Chechen Rebels
199904050002,Association of Mobil Spill Affected Communities (AMSAC)
199904050003,Revolutionary Armed Forces of Colombia (FARC)
199904050003,National Liberation Army of Colombia (ELN)
199904050004,Kurdistan Workers' Party (PKK)
199904060001,Liberation Tigers of Tamil Eelam (LTTE)
199904070001,People Against Gangsterism and Drugs (PAGAD)
199904070002,Maoists
199904070003,First of October Antifascist Resistance Group (GRAPO)
199904080002,Corsican National Liberation Front- Historic Channel
199904090001,Orange Volunteers (OV)
199904090005,National Liberation Army of Colombia (ELN)
199904100001,Corsican National Liberation Front- Historic Channel
199904100002,Mujahedin-e Khalq (MEK)
199904100005,Anti-Government Group
199904110001,Kurdistan Workers' Party (PKK)
199904110005,Liberation Tigers of Tamil Eelam (LTTE)
199904120001,National Liberation Army of Colombia (ELN)
199904120002,Islamist extremists
199904140001,National Union for the Total Independence of Angola (UNITA)
199904160001,Anti-Imperialist Commando
199904170001,Neo-Nazi extremists
199904170002,Kurdistan Workers' Party (PKK)
199904180002,CSS Movement
199904200001,Anti-Racist Guerrilla Nuclei
199904200005,Revolutionary Armed Forces of Colombia (FARC)
199904210003,Revolutionary Armed Forces of Colombia (FARC)
199904240003,Neo-Nazi extremists
199904240004,Red Line
199904260001,Purbo Banglar Communist Party
199904270002,Revolutionary Nuclei
199904280002,Orange Volunteers (OV)
199904300001,Neo-Nazi extremists
199904300002,Jarrai
199905010001,Maoists
199905010004,Anti-Abortion extremists
199905020001,Maoists
199905030001,Hezbollah
199905030002,National Union for the Total Independence of Angola (UNITA)
199905030004,National Union for the Total Independence of Angola (UNITA)
199905030005,Salafist Group for Preaching and Fighting (GSPC)
199905030006,National Union for the Total Independence of Angola (UNITA)
199905030008,National Union for the Total Independence of Angola (UNITA)
199905040002,Hezbollah
199905050002,November 17 Revolutionary Organization (N17RO)
199905050003,November 17 Revolutionary Organization (N17RO)
199905050004,November 17 Revolutionary Organization (N17RO)
199905060003,Hizbul Mujahideen (HM)
199905070002,Loyalists
199905070005,Armed Forces Revolutionary Council (AFRC)
199905080001,National Union for the Total Independence of Angola (UNITA)
199905090002,Aitarak Militia
199905090005,Animal Liberation Front (ALF)
199905090005,Earth Liberation Front (ELF)
199905100001,Besi Merah Putih Militia
199905100001,Aitarak Militia
199905100002,Aitarak Militia
199905100002,Besi Merah Putih Militia
199905110001,United Liberation Front of Assam (ULFA)
199905120002,Separatists
199905130005,National Liberation Army of Colombia (ELN)
199905130005,Revolutionary Armed Forces of Colombia (FARC)
199905130006,National Union for the Total Independence of Angola (UNITA)
199905150002,Armed Islamic Group (GIA)
199905150004,People's Liberation Organization of Tamil Eelam
199905160001,Chechen Rebels
199905160002,Anti-Independence extremists
199905160003,Anti-Independence extremists
199905160004,November 17 Revolutionary Organization (N17RO)
199905160005,Aitarak Militia
199905160006,Hezbollah
199905160007,Hezbollah
199905180001,Kurdistan Workers' Party (PKK)
199905180002,Moro Islamic Liberation Front (MILF)
199905180003,Moro Islamic Liberation Front (MILF)
199905180004,Hezbollah
199905190001,Algerian Islamic Extremists
199905200002,Red Brigades Fighting Communist Party (BR-PCC)
199905200003,Loyalists
199905200004,November 17 Revolutionary Organization (N17RO)
199905240001,People's War Group (PWG)
199905280001,Muslim extremists
199905280004,People's Sovereignty Party (PDR)
199905290001,Separatists
199905300001,National Army for the Liberation of Uganda (NALU)
199905300002,Liberation Tigers of Tamil Eelam (LTTE)
199905300003,New People's Army (NPA)
199905300004,Muslim extremists
199905300005,Muslim extremists
199905300006,Muslim extremists
199905300007,Muslim extremists
199905300008,Muslim extremists
199905300009,Islamist extremists
199905310002,National Liberation Army of Colombia (ELN)
199906010002,Hezbollah
199906010003,Hezbollah
199906010008,Separatists
199906010009,Liberation Tigers of Tamil Eelam (LTTE)
199906020002,Muslim extremists
199906020003,Revolutionary Armed Forces of Colombia (FARC)
199906020004,Kurdistan Workers' Party (PKK)
199906030005,Shining Path (SL)
199906030006,Shining Path (SL)
199906030007,Supporters of Ernest Wamba dia Wamba
199906030008,Ninjas
199906030009,Left-wing extremists
199906040002,Islamist extremists
199906040004,Islamist extremists
199906050001,Kosovo Liberation Army (KLA)
199906050002,Red Hand Defenders (RHD)
199906050005,Kosovo Liberation Army (KLA)
199906060001,United Self Defense Units of Colombia (AUC)
199906060002,Revolutionary Armed Forces of Colombia (FARC)
199906060004,Kosovo Liberation Army (KLA)
199906060005,Kosovo Liberation Army (KLA)
199906060006,Revolutionary Armed Forces of Colombia (FARC)
199906060007,Salafist Group for Preaching and Fighting (GSPC)
199906060009,National Union for the Total Independence of Angola (UNITA)
199906060010,Armed Islamic Group (GIA)
199906060011,National Liberation Army of Colombia (ELN)
199906070002,Red Hand Defenders (RHD)
199906080003,Kosovo Liberation Army (KLA)
199906090002,Irish Republican Army (IRA)
199906090006,Hezbollah
199906100001,Islamist extremists
199906100002,Islamist extremists
199906100005,Fatherland
199906100006,Revolutionary Armed Forces of Colombia (FARC)
199906100010,Mozambique National Resistance Movement (MNR)
199906110001,Revolutionary Armed Forces of Colombia (FARC)
199906110002,Revolutionary Armed Forces of Colombia (FARC)
199906110003,Armed Islamic Group (GIA)
199906120001,Kosovo Liberation Army (KLA)
199906120002,National Union for the Total Independence of Angola (UNITA)
199906120004,Hezbollah
199906120007,Front for the Liberation of the Enclave of Cabinda (FLEC)
199906120008,Guadalcanal Liberation Army
199906130001,Irish Republican Army (IRA)
199906130002,Shining Path (SL)
199906130003,Kosovo Liberation Army (KLA)
199906130004,Kosovo Liberation Army (KLA)
199906130005,Abu Sayyaf Group (ASG)
199906130006,Kosovo Liberation Army (KLA)
199906140001,Kach
199906140002,Iraqi Islamic Vanguards for National Salvation (IIVNS)
199906140004,Loyalists
199906140006,Maoists
199906150001,Kosovo Liberation Army (KLA)
199906150003,Serbian extremists
199906150006,Hezbollah
199906150007,Hezbollah
199906150008,Hezbollah
199906150009,National Union for the Total Independence of Angola (UNITA)
199906150010,Islamist extremists
199906150011,Islamist extremists
199906150012,Islamist extremists
199906150013,Muslim extremists
199906150014,Islamist extremists
199906160002,Kosovo Liberation Army (KLA)
199906160007,Irish Republican Army (IRA)
199906170002,Kosovo Liberation Army (KLA)
199906170004,Separatists
199906180001,Breton Liberation Front (FLB)
199906180002,Anti-Semitic extremists
199906180003,Anti-Semitic extremists
199906180004,Anti-Semitic extremists
199906180005,Corsican National Liberation Front (FLNC)
199906180007,Serbian extremists
199906190001,National Union for the Total Independence of Angola (UNITA)
199906190002,Ijaw extremists
199906190003,Free Aceh Movement (GAM)
199906200005,National Union for the Total Independence of Angola (UNITA)
199906210002,Ninjas
199906220002,National Liberation Army of Colombia (ELN)
199906220003,Revolutionary Armed Forces of Colombia (FARC)
199906220008,United Liberation Front of Assam (ULFA)
199906230001,Karen National Union
199906230002,Albanian extremists
199906230004,National Union for the Total Independence of Angola (UNITA)
199906240002,Hezbollah
199906240003,Albanian extremists
199906240004,Irish Republican Army (IRA)
199906240006,Kosovo Liberation Army (KLA)
199906250004,National Union for the Total Independence of Angola (UNITA)
199906250006,Revolutionary Armed Forces of Colombia (FARC)
199906250007,Revolutionary Armed Forces of Colombia (FARC)
199906260002,Human Rights Renewal Movement (Renovacion por los Derechos Humanos)
199906260003,Hutu extremists
199906280001,Ariska Brodraskapet (Aryan Brotherhood)
199906280002,Abu Sayyaf Group (ASG)
199906280003,Chechen Rebels
199906280004,United Liberation Front of Assam (ULFA)
199906280007,Chechen Rebels
199906280008,Shining Path (SL)
199906290005,Revolutionary Armed Forces of Colombia (FARC)
199906300001,Separatists
199906300007,National Union for the Total Independence of Angola (UNITA)
199907010001,Hells Angels
199907010001,Nationalsocialistisk Front (NSF)
199907010004,Kurdistan Workers' Party (PKK)
199907010006,Liberation Tigers of Tamil Eelam (LTTE)
199907010007,Loyalists
199907010009,White supremacists/nationalists
199907020001,Mujahedin-e Khalq (MEK)
199907020002,Allied Democratic Forces (ADF)
199907020003,National Union for the Total Independence of Angola (UNITA)
199907020004,World Church of the Creator
199907020005,World Church of the Creator
199907020006,World Church of the Creator
199907020007,White supremacists/nationalists
199907030002,Kurdistan Workers' Party (PKK)
199907030003,Islamist extremists
199907030007,World Church of the Creator
199907030008,World Church of the Creator
199907030009,World Church of the Creator
199907040001,Kurdistan Workers' Party (PKK)
199907040002,Kurdistan Workers' Party (PKK)
199907040003,Armed Islamic Group (GIA)
199907040004,Besi Merah Putih Militia
199907040005,World Church of the Creator
199907050001,Kurdistan Workers' Party (PKK)
199907050002,Kurdistan Workers' Party (PKK)
199907050003,Separatists
199907050004,Liberation Tigers of Tamil Eelam (LTTE)
199907050005,Liberation Tigers of Tamil Eelam (LTTE)
199907050006,Free Papua Movement (OPM-Organisasi Papua Merdeka)
199907060002,Chechen Rebels
199907080004,Revolutionary Armed Forces of Colombia (FARC)
199907080008,Hezbollah
199907090002,Separatists
199907090005,Revolutionary Armed Forces of Colombia (FARC)
199907090006,Revolutionary Armed Forces of Colombia (FARC)
199907090007,Revolutionary Armed Forces of Colombia (FARC)
199907100002,Animal Liberation Front (ALF)
199907100003,Revolutionary Armed Forces of Colombia (FARC)
199907110001,Revolutionary Armed Forces of Colombia (FARC)
199907110003,Anti-State Proletarian Nuclei
199907120001,Hezbollah
199907120002,Kurdistan Workers' Party (PKK)
199907120003,Movement for Democracy and Justice in Chad (MDJT)
199907130001,Al-Badr
199907130001,Lashkar-e-Taiba (LeT)
199907130002,Palestinian Extremists
199907130004,Revolutionary Armed Forces of Colombia (FARC)
199907130005,Anti-Semitic extremists
199907130006,Free Aceh Movement (GAM)
199907140001,Kurdistan Workers' Party (PKK)
199907140002,Liberation Tigers of Tamil Eelam (LTTE)
199907140005,National Union for the Total Independence of Angola (UNITA)
199907140006,Kurdistan Workers' Party (PKK)
199907150001,Islamist extremists
199907150002,Kurdistan Workers' Party (PKK)
199907150003,Mahidi
199907170001,Muslim extremists
199907170002,Revolutionary Armed Forces of Colombia (FARC)
199907170004,Revolutionary Armed Forces of Colombia (FARC)
199907170007,Allied Democratic Forces (ADF)
199907180002,Allied Democratic Forces (ADF)
199907180003,Supporters of Pascal Lissouba
199907190001,Hizbul Mujahideen (HM)
199907190002,Hizbul Mujahideen (HM)
199907190006,Islamist extremists
199907190008,Free Aceh Movement (GAM)
199907190009,Hezbollah
199907200004,National Union for the Total Independence of Angola (UNITA)
199907210007,National Union for the Total Independence of Angola (UNITA)
199907220001,Kurdistan Workers' Party (PKK)
199907220002,Turkish Communist Party/Marxist (TKP-ML)
199907220003,Hezbollah
199907220006,Basque Fatherland and Freedom (ETA)
199907230001,The Northern Alliance (or United Islamic Front for Salvation of Afghanistan - UIFSA)
199907230002,Hezbollah
199907230003,National Union for the Total Independence of Angola (UNITA)
199907230004,Jaime Bateman Cayon Group (JBC)
199907250002,Liberation Tigers of Tamil Eelam (LTTE)
199907250003,Kurdistan Workers' Party (PKK)
199907250005,Irish Republican Army (IRA)
199907260001,Liberation Tigers of Tamil Eelam (LTTE)
199907280001,The Northern Alliance (or United Islamic Front for Salvation of Afghanistan - UIFSA)
199907290001,Liberation Tigers of Tamil Eelam (LTTE)
199907290002,Kurdistan Workers' Party (PKK)
199907290003,The Northern Alliance (or United Islamic Front for Salvation of Afghanistan - UIFSA)
199907290004,The Northern Alliance (or United Islamic Front for Salvation of Afghanistan - UIFSA)
199907290005,National Union for the Total Independence of Angola (UNITA)
199907290007,Loyalists
199907300001,Revolutionary Armed Forces of Colombia (FARC)
199907300004,Revolutionary Armed Forces of Colombia (FARC)
199908010002,Anti-Abortion extremists
199908020001,Kurdistan Workers' Party (PKK)
199908030001,Dima Halao Daoga (DHD)
199908030002,Hamas (Islamic Resistance Movement)
199908040001,Liberation Tigers of Tamil Eelam (LTTE)
199908040003,Irish Republican Extremists
199908040004,Irish Republican Extremists
199908040005,Ulster Freedom Fighters (UFF)
199908040007,Dima Halao Daoga (DHD)
199908050002,Kurdistan Workers' Party (PKK)
199908050003,Muttahida Qami Movement (MQM)
199908050006,Khalistan Liberation Force
199908060002,Harkat ul Ansar
199908060002,Hizbul Mujahideen (HM)
199908060003,Salafist Group for Preaching and Fighting (GSPC)
199908060004,National Liberation Front of Tripura (NLFT)
199908070001,Albanian extremists
199908070002,Hamas (Islamic Resistance Movement)
199908070003,Hizbul Mujahideen (HM)
199908070004,United Liberation Front of Assam (ULFA)
199908070005,Earth Liberation Front (ELF)
199908070006,United Liberation Front of Assam (ULFA)
199908090001,Liberation Tigers of Tamil Eelam (LTTE)
199908100001,Aryan Nation
199908110001,Liberation Tigers of Tamil Eelam (LTTE)
199908110002,National Democratic Front of Bodoland (NDFB)
199908110003,Abu Sayyaf Group (ASG)
199908110004,Animal Liberation Front (ALF)
199908120001,Animal Liberation Front (ALF)
199908130002,Liberation Tigers of Tamil Eelam (LTTE)
199908140001,Muslim extremists
199908140002,National Organization of Cypriot Fighters (EOKA)
199908150001,Lashkar-e-Taiba (LeT)
199908150002,Lashkar-e-Taiba (LeT)
199908150003,Islamist extremists
199908150005,Popular Liberation Army (EPL)
199908160001,Hamas (Islamic Resistance Movement)
199908160002,Liberation Tigers of Tamil Eelam (LTTE)
199908160004,Albanian extremists
199908170002,Hezbollah
199908170003,Albanian extremists
199908170005,Right-Wing Paramilitaries
