eventid,attacktype
201409070024,Facility/Infrastructure Attack
201409070024,Armed Assault
201409070027,Bombing/Explosion
201409070028,Bombing/Explosion
201409070030,Bombing/Explosion
201409070031,Bombing/Explosion
201409070047,Armed Assault
201409070051,Hostage Taking (Kidnapping)
201409070052,Bombing/Explosion
201409070053,Armed Assault
201409070058,Unarmed Assault
201409070059,Bombing/Explosion
201409070060,Hostage Taking (Kidnapping)
201409070060,Armed Assault
201409070061,Bombing/Explosion
201409070065,Bombing/Explosion
201409070069,Hostage Taking (Kidnapping)
201409070074,Hostage Taking (Kidnapping)
201409070078,Unarmed Assault
201409080001,Bombing/Explosion
201409080002,Bombing/Explosion
201409080003,Bombing/Explosion
201409080004,Bombing/Explosion
201409080005,Bombing/Explosion
201409080006,Bombing/Explosion
201409080007,Bombing/Explosion
201409080008,Facility/Infrastructure Attack
201409080009,Bombing/Explosion
201409080009,Hostage Taking (Kidnapping)
201409080011,Bombing/Explosion
201409080012,Hostage Taking (Kidnapping)
201409080014,Bombing/Explosion
201409080023,Armed Assault
201409080028,Bombing/Explosion
201409080030,Hostage Taking (Kidnapping)
201409080031,Armed Assault
201409080032,Facility/Infrastructure Attack
201409080033,Facility/Infrastructure Attack
201409080034,Bombing/Explosion
201409080035,Bombing/Explosion
201409080036,Bombing/Explosion
201409080037,Bombing/Explosion
201409080038,Bombing/Explosion
201409080040,Armed Assault
201409080045,Armed Assault
201409080046,Bombing/Explosion
201409080057,Bombing/Explosion
201409080061,Hostage Taking (Kidnapping)
201409080064,Armed Assault
201409080064,Hostage Taking (Kidnapping)
201409080065,Hostage Taking (Kidnapping)
201409080065,Armed Assault
201409080066,Armed Assault
201409080066,Hostage Taking (Kidnapping)
201409080067,Armed Assault
201409080067,Hostage Taking (Kidnapping)
201409080068,Hostage Taking (Kidnapping)
201409080068,Armed Assault
201409080069,Hostage Taking (Kidnapping)
201409080069,Armed Assault
201409080070,Hostage Taking (Kidnapping)
201409080070,Armed Assault
201409080071,Hostage Taking (Kidnapping)
201409080071,Armed Assault
201409080072,Armed Assault
201409080072,Hostage Taking (Kidnapping)
201409080073,Armed Assault
201409080073,Hostage Taking (Kidnapping)
201409080074,Armed Assault
201409080074,Hostage Taking (Kidnapping)
201409080075,Armed Assault
201409080075,Hostage Taking (Kidnapping)
201409080076,Armed Assault
201409080076,Hostage Taking (Kidnapping)
201409090002,Bombing/Explosion
201409090003,Facility/Infrastructure Attack
201409090010,Bombing/Explosion
201409090011,Bombing/Explosion
201409090015,Armed Assault
201409090016,Bombing/Explosion
201409090017,Bombing/Explosion
201409090019,Bombing/Explosion
201409090022,Bombing/Explosion
201409090023,Armed Assault
201409090024,Bombing/Explosion
201409090025,Armed Assault
201409090026,Armed Assault
201409090034,Facility/Infrastructure Attack
201409090035,Bombing/Explosion
201409090036,Bombing/Explosion
201409090037,Bombing/Explosion
201409090038,Bombing/Explosion
201409090039,Bombing/Explosion
201409090040,Bombing/Explosion
201409090041,Assassination
201409090042,Bombing/Explosion
201409090043,Armed Assault
201409090044,Armed Assault
201409090046,Hostage Taking (Kidnapping)
201409090047,Hostage Taking (Barricade Incident)
201409090048,Assassination
201409090049,Bombing/Explosion
201409090055,Bombing/Explosion
201409090056,Bombing/Explosion
201409090057,Bombing/Explosion
201409090058,Bombing/Explosion
201409090081,Bombing/Explosion
201409100001,Armed Assault
201409100002,Armed Assault
201409100003,Assassination
201409100004,Bombing/Explosion
201409100010,Facility/Infrastructure Attack
201409100014,Armed Assault
201409100015,Bombing/Explosion
201409100016,Hostage Taking (Kidnapping)
201409100021,Armed Assault
201409100022,Armed Assault
201409100023,Armed Assault
201409100025,Bombing/Explosion
201409100027,Bombing/Explosion
201409100028,Facility/Infrastructure Attack
201409100034,Facility/Infrastructure Attack
201409100034,Hostage Taking (Kidnapping)
201409100035,Hostage Taking (Kidnapping)
201409100036,Bombing/Explosion
201409100037,Bombing/Explosion
201409100038,Armed Assault
201409100039,Bombing/Explosion
201409100040,Bombing/Explosion
201409100041,Assassination
201409100042,Hostage Taking (Kidnapping)
201409100050,Bombing/Explosion
201409100063,Armed Assault
201409100064,Hostage Taking (Kidnapping)
201409100064,Facility/Infrastructure Attack
201409100065,Facility/Infrastructure Attack
201409100065,Hostage Taking (Kidnapping)
201409100066,Facility/Infrastructure Attack
201409100066,Hostage Taking (Kidnapping)
201409100067,Facility/Infrastructure Attack
201409100067,Hostage Taking (Kidnapping)
201409100068,Facility/Infrastructure Attack
201409100068,Hostage Taking (Kidnapping)
201409100069,Hostage Taking (Kidnapping)
201409100069,Facility/Infrastructure Attack
201409110001,Facility/Infrastructure Attack
201409110002,Bombing/Explosion
201409110003,Bombing/Explosion
201409110004,Bombing/Explosion
201409110005,Armed Assault
201409110006,Bombing/Explosion
201409110007,Armed Assault
201409110008,Assassination
201409110009,Assassination
201409110012,Bombing/Explosion
201409110013,Bombing/Explosion
201409110014,Bombing/Explosion
201409110021,Armed Assault
201409110022,Armed Assault
201409110031,Bombing/Explosion
201409110032,Bombing/Explosion
201409110033,Bombing/Explosion
201409110034,Bombing/Explosion
201409110042,Hostage Taking (Kidnapping)
201409110043,Armed Assault
201409110044,Bombing/Explosion
201409110046,Bombing/Explosion
201409110049,Bombing/Explosion
201409110050,Bombing/Explosion
201409110051,Bombing/Explosion
201409110054,Bombing/Explosion
201409110055,Bombing/Explosion
201409110056,Bombing/Explosion
201409110061,Hostage Taking (Kidnapping)
201409110062,Hostage Taking (Kidnapping)
201409110067,Bombing/Explosion
201409110068,Hijacking
201409110076,Bombing/Explosion
201409120001,Bombing/Explosion
201409120002,Bombing/Explosion
201409120004,Bombing/Explosion
201409120010,Armed Assault
201409120015,Hostage Taking (Kidnapping)
201409120016,Bombing/Explosion
201409120021,Armed Assault
201409120022,Bombing/Explosion
201409120027,Hostage Taking (Kidnapping)
201409120028,Hostage Taking (Kidnapping)
201409120031,Armed Assault
201409120032,Armed Assault
201409120033,Armed Assault
201409120034,Armed Assault
201409120035,Bombing/Explosion
201409120036,Bombing/Explosion
201409120037,Bombing/Explosion
201409120038,Bombing/Explosion
201409120039,Bombing/Explosion
201409120040,Bombing/Explosion
201409120043,Bombing/Explosion
201409120044,Hostage Taking (Kidnapping)
201409120047,Bombing/Explosion
201409120049,Bombing/Explosion
201409120050,Bombing/Explosion
201409120062,Armed Assault
201409120065,Hostage Taking (Kidnapping)
201409120066,Bombing/Explosion
201409120067,Bombing/Explosion
201409120068,Bombing/Explosion
201409120069,Bombing/Explosion
201409120070,Bombing/Explosion
201409120071,Bombing/Explosion
201409120072,Bombing/Explosion
201409120073,Bombing/Explosion
201409120074,Bombing/Explosion
201409120075,Bombing/Explosion
201409120076,Bombing/Explosion
201409120077,Bombing/Explosion
201409120078,Bombing/Explosion
201409120079,Bombing/Explosion
201409120080,Bombing/Explosion
201409120081,Bombing/Explosion
201409120084,Bombing/Explosion
201409120085,Bombing/Explosion
201409120086,Bombing/Explosion
201409120087,Bombing/Explosion
201409120088,Bombing/Explosion
201409120089,Bombing/Explosion
201409120090,Hostage Taking (Kidnapping)
201409120091,Facility/Infrastructure Attack
201409120092,Facility/Infrastructure Attack
201409120093,Facility/Infrastructure Attack
201409120097,Hostage Taking (Kidnapping)
201409130002,Bombing/Explosion
201409130003,Armed Assault
201409130004,Assassination
201409130005,Armed Assault
201409130009,Armed Assault
201409130012,Bombing/Explosion
201409130013,Bombing/Explosion
201409130014,Bombing/Explosion
201409130015,Hostage Taking (Kidnapping)
201409130016,Armed Assault
201409130017,Facility/Infrastructure Attack
201409130018,Armed Assault
201409130019,Hostage Taking (Kidnapping)
201409130020,Bombing/Explosion
201409130021,Armed Assault
201409130024,Bombing/Explosion
201409130025,Armed Assault
201409130027,Bombing/Explosion
201409130028,Bombing/Explosion
201409130030,Assassination
201409130032,Armed Assault
201409130033,Hostage Taking (Kidnapping)
201409130034,Bombing/Explosion
201409130036,Bombing/Explosion
201409130037,Bombing/Explosion
201409130038,Bombing/Explosion
201409130039,Bombing/Explosion
201409130040,Bombing/Explosion
201409130042,Bombing/Explosion
201409130050,Armed Assault
201409130051,Bombing/Explosion
201409130072,Hostage Taking (Kidnapping)
201409130073,Armed Assault
201409130073,Hostage Taking (Kidnapping)
201409130073,Facility/Infrastructure Attack
201409130075,Facility/Infrastructure Attack
201409130076,Facility/Infrastructure Attack
201409130077,Facility/Infrastructure Attack
201409130078,Facility/Infrastructure Attack
201409130080,Hostage Taking (Kidnapping)
201409140001,Bombing/Explosion
201409140002,Assassination
201409140003,Bombing/Explosion
201409140007,Hostage Taking (Kidnapping)
201409140009,Armed Assault
201409140010,Bombing/Explosion
201409140012,Armed Assault
201409140013,Bombing/Explosion
201409140016,Bombing/Explosion
201409140017,Armed Assault
201409140019,Bombing/Explosion
201409140020,Facility/Infrastructure Attack
201409140021,Armed Assault
201409140022,Armed Assault
201409140052,Bombing/Explosion
201409140053,Facility/Infrastructure Attack
201409140053,Armed Assault
201409140054,Bombing/Explosion
201409140055,Facility/Infrastructure Attack
201409140055,Armed Assault
201409140056,Bombing/Explosion
201409140057,Bombing/Explosion
201409140059,Bombing/Explosion
201409140060,Bombing/Explosion
201409140062,Facility/Infrastructure Attack
201409140063,Hostage Taking (Kidnapping)
201409140064,Hostage Taking (Kidnapping)
201409140068,Hostage Taking (Kidnapping)
201409140070,Bombing/Explosion
201409140078,Armed Assault
201409140079,Bombing/Explosion
201409140119,Bombing/Explosion
201409150001,Armed Assault
201409150001,Bombing/Explosion
201409150002,Armed Assault
201409150003,Armed Assault
201409150004,Bombing/Explosion
201409150005,Armed Assault
201409150006,Armed Assault
201409150007,Bombing/Explosion
201409150009,Hostage Taking (Kidnapping)
201409150011,Hostage Taking (Kidnapping)
201409150012,Bombing/Explosion
201409150018,Armed Assault
201409150020,Armed Assault
201409150021,Hostage Taking (Kidnapping)
201409150023,Hostage Taking (Kidnapping)
201409150026,Armed Assault
201409150028,Bombing/Explosion
201409150049,Bombing/Explosion
201409150051,Bombing/Explosion
201409150052,Bombing/Explosion
201409150053,Bombing/Explosion
201409150056,Bombing/Explosion
201409150057,Bombing/Explosion
201409150058,Bombing/Explosion
201409150059,Bombing/Explosion
201409150060,Armed Assault
201409150060,Hostage Taking (Kidnapping)
201409150067,Armed Assault
201409150073,Bombing/Explosion
201409150087,Bombing/Explosion
201409150089,Armed Assault
201409150090,Armed Assault
201409150094,Bombing/Explosion
201409150096,Bombing/Explosion
201409150097,Bombing/Explosion
201409150098,Bombing/Explosion
201409150099,Bombing/Explosion
201409150100,Bombing/Explosion
201409150101,Bombing/Explosion
201409150102,Bombing/Explosion
201409150103,Bombing/Explosion
201409150104,Bombing/Explosion
201409150105,Bombing/Explosion
201409150106,Bombing/Explosion
201409150107,Bombing/Explosion
201409150108,Bombing/Explosion
201409150121,Bombing/Explosion
201409160001,Bombing/Explosion
201409160002,Bombing/Explosion
201409160005,Bombing/Explosion
201409160006,Bombing/Explosion
201409160007,Armed Assault
201409160009,Bombing/Explosion
201409160011,Bombing/Explosion
201409160035,Bombing/Explosion
201409160036,Bombing/Explosion
201409160039,Bombing/Explosion
201409160040,Bombing/Explosion
201409160041,Bombing/Explosion
201409160042,Hijacking
201409160044,Bombing/Explosion
201409160045,Facility/Infrastructure Attack
201409160047,Bombing/Explosion
201409160049,Armed Assault
201409160051,Bombing/Explosion
201409160052,Armed Assault
201409160053,Armed Assault
201409160054,Hostage Taking (Kidnapping)
201409160055,Hostage Taking (Kidnapping)
201409160055,Facility/Infrastructure Attack
201409160056,Facility/Infrastructure Attack
201409160056,Hostage Taking (Kidnapping)
201409160057,Armed Assault
201409160059,Bombing/Explosion
201409160060,Bombing/Explosion
201409160061,Bombing/Explosion
201409160062,Bombing/Explosion
201409160063,Bombing/Explosion
201409160066,Armed Assault
201409160068,Facility/Infrastructure Attack
201409160076,Armed Assault
201409160078,Armed Assault
201409160080,Hostage Taking (Kidnapping)
201409160081,Hostage Taking (Kidnapping)
201409160082,Facility/Infrastructure Attack
201409160083,Facility/Infrastructure Attack
201409160084,Facility/Infrastructure Attack
201409160085,Facility/Infrastructure Attack
201409160088,Bombing/Explosion
201409160090,Bombing/Explosion
201409160123,Armed Assault
201409170001,Armed Assault
201409170004,Armed Assault
201409170005,Armed Assault
201409170005,Hostage Taking (Kidnapping)
201409170006,Assassination
201409170007,Bombing/Explosion
201409170008,Bombing/Explosion
201409170009,Bombing/Explosion
201409170010,Bombing/Explosion
201409170014,Facility/Infrastructure Attack
201409170015,Armed Assault
201409170016,Bombing/Explosion
201409170017,Hostage Taking (Kidnapping)
201409170045,Bombing/Explosion
201409170046,Hostage Taking (Kidnapping)
201409170047,Bombing/Explosion
201409170049,Bombing/Explosion
201409170049,Armed Assault
201409170050,Assassination
201409170051,Facility/Infrastructure Attack
201409170051,Armed Assault
201409170052,Armed Assault
201409170052,Facility/Infrastructure Attack
201409170053,Armed Assault
201409170053,Facility/Infrastructure Attack
201409170055,Armed Assault
201409170057,Bombing/Explosion
201409170059,Bombing/Explosion
201409170060,Hostage Taking (Kidnapping)
201409170069,Bombing/Explosion
201409170070,Bombing/Explosion
201409170071,Bombing/Explosion
201409170075,Armed Assault
201409170076,Bombing/Explosion
201409170077,Bombing/Explosion
201409170078,Bombing/Explosion
201409170080,Bombing/Explosion
201409170082,Hostage Taking (Kidnapping)
201409170083,Bombing/Explosion
201409170085,Bombing/Explosion
201409170086,Armed Assault
201409170088,Armed Assault
201409170089,Bombing/Explosion
201409170090,Bombing/Explosion
201409170091,Facility/Infrastructure Attack
201409170092,Facility/Infrastructure Attack
201409170093,Facility/Infrastructure Attack
201409170094,Facility/Infrastructure Attack
201409170095,Bombing/Explosion
201409170100,Armed Assault
201409170101,Bombing/Explosion
201409170105,Facility/Infrastructure Attack
201409170107,Facility/Infrastructure Attack
201409170108,Facility/Infrastructure Attack
201409170109,Facility/Infrastructure Attack
201409180001,Bombing/Explosion
201409180002,Bombing/Explosion
201409180003,Bombing/Explosion
201409180004,Bombing/Explosion
201409180006,Armed Assault
201409180018,Bombing/Explosion
201409180020,Assassination
201409180022,Hostage Taking (Kidnapping)
201409180023,Armed Assault
201409180024,Bombing/Explosion
201409180025,Bombing/Explosion
201409180029,Bombing/Explosion
201409180030,Armed Assault
201409180031,Armed Assault
201409180032,Armed Assault
